"station_number","date","SO2","H2S","FN","NO","CO","pm10","pm25","NO2","C7H8","C8H10","C6H6"
"NL49573",2020-01-10 11:00:00,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA
"NL49573",2020-01-10 10:00:00,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA
"NL49573",2020-01-10 09:00:00,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA
"NL49573",2020-01-10 08:00:00,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA
"NL49573",2020-01-10 07:00:00,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA
"NL49573",2020-01-10 06:00:00,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA
"NL49573",2020-01-10 05:00:00,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA
"NL49573",2020-01-10 04:00:00,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA
"NL49573",2020-01-10 03:00:00,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA
"NL49573",2020-01-10 02:00:00,NA,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA
"NL49573",2020-01-10 01:00:00,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
"NL49573",2020-01-10 00:00:00,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA
"NL49573",2020-01-09 23:00:00,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
"NL49573",2020-01-09 22:00:00,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA
"NL49573",2020-01-09 21:00:00,NA,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA
"NL49573",2020-01-09 20:00:00,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA
"NL49573",2020-01-09 19:00:00,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA
"NL49573",2020-01-09 18:00:00,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA
"NL49573",2020-01-09 17:00:00,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA
"NL49573",2020-01-09 16:00:00,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA
"NL49573",2020-01-09 15:00:00,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA
"NL49573",2020-01-09 14:00:00,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA
"NL49573",2020-01-09 13:00:00,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA
"NL49573",2020-01-09 12:00:00,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA
"NL49573",2020-01-09 11:00:00,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA
"NL49573",2020-01-09 10:00:00,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA
"NL49573",2020-01-09 09:00:00,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA
"NL49573",2020-01-09 08:00:00,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA
"NL49573",2020-01-09 07:00:00,NA,NA,NA,NA,NA,NA,12.4,NA,NA,NA,NA
"NL49573",2020-01-09 06:00:00,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA
"NL49573",2020-01-09 05:00:00,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA
"NL49573",2020-01-09 04:00:00,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA
"NL49573",2020-01-09 03:00:00,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA
"NL49573",2020-01-09 02:00:00,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA
"NL49573",2020-01-09 01:00:00,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA
"NL49573",2020-01-09 00:00:00,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
"NL49573",2020-01-08 23:00:00,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA
"NL49573",2020-01-08 22:00:00,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA
"NL49573",2020-01-08 21:00:00,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA
"NL49573",2020-01-08 20:00:00,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA
"NL49573",2020-01-08 19:00:00,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA
"NL49573",2020-01-08 18:00:00,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA
"NL49573",2020-01-08 17:00:00,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA
"NL49573",2020-01-08 16:00:00,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA
"NL49573",2020-01-08 15:00:00,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA
"NL49573",2020-01-08 14:00:00,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA
"NL49573",2020-01-08 13:00:00,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA
"NL49573",2020-01-08 12:00:00,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA
"NL49573",2020-01-08 11:00:00,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA
"NL49573",2020-01-08 10:00:00,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA
"NL49573",2020-01-08 09:00:00,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA
"NL49573",2020-01-08 08:00:00,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA
"NL49573",2020-01-08 07:00:00,NA,NA,NA,NA,NA,NA,22.6,NA,NA,NA,NA
"NL49573",2020-01-08 06:00:00,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA
"NL49573",2020-01-08 05:00:00,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA
"NL49573",2020-01-08 04:00:00,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,NA
"NL49573",2020-01-08 03:00:00,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA
"NL49573",2020-01-08 02:00:00,NA,NA,NA,NA,NA,NA,12.9,NA,NA,NA,NA
"NL49573",2020-01-08 01:00:00,NA,NA,NA,NA,NA,NA,15.1,NA,NA,NA,NA
"NL49573",2020-01-08 00:00:00,NA,NA,NA,NA,NA,NA,13.3,NA,NA,NA,NA
"NL49573",2020-01-07 23:00:00,NA,NA,NA,NA,NA,NA,13.2,NA,NA,NA,NA
"NL49573",2020-01-07 22:00:00,NA,NA,NA,NA,NA,NA,14.6,NA,NA,NA,NA
"NL49573",2020-01-07 21:00:00,NA,NA,NA,NA,NA,NA,16.1,NA,NA,NA,NA
"NL49573",2020-01-07 20:00:00,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA
"NL49573",2020-01-07 19:00:00,NA,NA,NA,NA,NA,NA,12.1,NA,NA,NA,NA
"NL49573",2020-01-07 18:00:00,NA,NA,NA,NA,NA,NA,16.6,NA,NA,NA,NA
"NL49573",2020-01-07 17:00:00,NA,NA,NA,NA,NA,NA,17.6,NA,NA,NA,NA
"NL49573",2020-01-07 16:00:00,NA,NA,NA,NA,NA,NA,21.2,NA,NA,NA,NA
"NL49573",2020-01-07 15:00:00,NA,NA,NA,NA,NA,NA,14.6,NA,NA,NA,NA
"NL49573",2020-01-07 14:00:00,NA,NA,NA,NA,NA,NA,16.1,NA,NA,NA,NA
"NL49573",2020-01-07 13:00:00,NA,NA,NA,NA,NA,NA,15.2,NA,NA,NA,NA
"NL49573",2020-01-07 12:00:00,NA,NA,NA,NA,NA,NA,16.1,NA,NA,NA,NA
"NL49573",2020-01-07 11:00:00,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA,NA
"NL49573",2020-01-07 10:00:00,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA
"NL49573",2020-01-07 09:00:00,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
"NL49573",2020-01-07 08:00:00,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA
"NL49573",2020-01-07 07:00:00,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA
"NL49573",2020-01-07 06:00:00,NA,NA,NA,NA,NA,NA,17.5,NA,NA,NA,NA
"NL49573",2020-01-07 05:00:00,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA
"NL49573",2020-01-07 04:00:00,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA
"NL49573",2020-01-07 03:00:00,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA
"NL49573",2020-01-07 02:00:00,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA
"NL49573",2020-01-07 01:00:00,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA
"NL49573",2020-01-07 00:00:00,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA
"NL49573",2020-01-06 23:00:00,NA,NA,NA,NA,NA,NA,14.2,NA,NA,NA,NA
"NL49573",2020-01-06 22:00:00,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
"NL49573",2020-01-06 21:00:00,NA,NA,NA,NA,NA,NA,19.6,NA,NA,NA,NA
"NL49573",2020-01-06 20:00:00,NA,NA,NA,NA,NA,NA,13.8,NA,NA,NA,NA
"NL49573",2020-01-06 19:00:00,NA,NA,NA,NA,NA,NA,18.3,NA,NA,NA,NA
"NL49573",2020-01-06 18:00:00,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA
"NL49573",2020-01-06 17:00:00,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA
"NL49573",2020-01-06 16:00:00,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA
"NL49573",2020-01-06 15:00:00,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA
"NL49573",2020-01-06 14:00:00,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA
"NL49573",2020-01-06 13:00:00,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA
"NL49573",2020-01-06 12:00:00,NA,NA,NA,NA,NA,NA,15.9,NA,NA,NA,NA
"NL49573",2020-01-06 11:00:00,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA
"NL49573",2020-01-06 10:00:00,NA,NA,NA,NA,NA,NA,21.4,NA,NA,NA,NA
"NL49573",2020-01-06 09:00:00,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA
"NL49573",2020-01-06 08:00:00,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA
"NL49573",2020-01-06 07:00:00,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA
"NL49573",2020-01-06 06:00:00,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA
"NL49573",2020-01-06 05:00:00,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA
"NL49573",2020-01-06 04:00:00,NA,NA,NA,NA,NA,NA,14.1,NA,NA,NA,NA
"NL49573",2020-01-06 03:00:00,NA,NA,NA,NA,NA,NA,12.4,NA,NA,NA,NA
"NL49573",2020-01-06 02:00:00,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA
"NL49573",2020-01-06 01:00:00,NA,NA,NA,NA,NA,NA,20.7,NA,NA,NA,NA
"NL49573",2020-01-20 00:00:00,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA
"NL49573",2020-01-19 23:00:00,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA
"NL49573",2020-01-19 22:00:00,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA
"NL49573",2020-01-19 21:00:00,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA
"NL49573",2020-01-19 20:00:00,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA
"NL49573",2020-01-19 19:00:00,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA
"NL49573",2020-01-19 18:00:00,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA
"NL49573",2020-01-19 17:00:00,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA
"NL49573",2020-01-19 16:00:00,NA,NA,NA,NA,NA,NA,12.1,NA,NA,NA,NA
"NL49573",2020-01-19 15:00:00,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA
"NL49573",2020-01-19 14:00:00,NA,NA,NA,NA,NA,NA,12.7,NA,NA,NA,NA
"NL49573",2020-01-19 13:00:00,NA,NA,NA,NA,NA,NA,17.7,NA,NA,NA,NA
"NL49573",2020-01-19 12:00:00,NA,NA,NA,NA,NA,NA,22.7,NA,NA,NA,NA
"NL49573",2020-01-19 11:00:00,NA,NA,NA,NA,NA,NA,18.6,NA,NA,NA,NA
"NL49573",2020-01-19 10:00:00,NA,NA,NA,NA,NA,NA,14.2,NA,NA,NA,NA
"NL49573",2020-01-19 09:00:00,NA,NA,NA,NA,NA,NA,13.4,NA,NA,NA,NA
"NL49573",2020-01-19 08:00:00,NA,NA,NA,NA,NA,NA,12.7,NA,NA,NA,NA
"NL49573",2020-01-19 07:00:00,NA,NA,NA,NA,NA,NA,13.2,NA,NA,NA,NA
"NL49573",2020-01-19 06:00:00,NA,NA,NA,NA,NA,NA,12.1,NA,NA,NA,NA
"NL49573",2020-01-19 05:00:00,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA
"NL49573",2020-01-19 04:00:00,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA
"NL49573",2020-01-19 03:00:00,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,NA
"NL49573",2020-01-19 02:00:00,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA
"NL49573",2020-01-19 01:00:00,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA
"NL49573",2020-01-19 00:00:00,NA,NA,NA,NA,NA,NA,16.9,NA,NA,NA,NA
"NL49573",2020-01-18 23:00:00,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA
"NL49573",2020-01-18 22:00:00,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA
"NL49573",2020-01-18 21:00:00,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA
"NL49573",2020-01-18 20:00:00,NA,NA,NA,NA,NA,NA,12.7,NA,NA,NA,NA
"NL49573",2020-01-18 19:00:00,NA,NA,NA,NA,NA,NA,12.7,NA,NA,NA,NA
"NL49573",2020-01-18 18:00:00,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA
"NL49573",2020-01-18 17:00:00,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA
"NL49573",2020-01-18 16:00:00,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA
"NL49573",2020-01-18 15:00:00,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA
"NL49573",2020-01-18 14:00:00,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA
"NL49573",2020-01-18 13:00:00,NA,NA,NA,NA,NA,NA,16.7,NA,NA,NA,NA
"NL49573",2020-01-18 12:00:00,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA
"NL49573",2020-01-18 11:00:00,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA
"NL49573",2020-01-18 10:00:00,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,NA
"NL49573",2020-01-18 09:00:00,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA
"NL49573",2020-01-18 08:00:00,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA
"NL49573",2020-01-18 07:00:00,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA
"NL49573",2020-01-18 06:00:00,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA
"NL49573",2020-01-18 05:00:00,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
"NL49573",2020-01-18 04:00:00,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA
"NL49573",2020-01-18 03:00:00,NA,NA,NA,NA,NA,NA,13.3,NA,NA,NA,NA
"NL49573",2020-01-18 02:00:00,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA
"NL49573",2020-01-18 01:00:00,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
"NL49573",2020-01-18 00:00:00,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA
"NL49573",2020-01-17 23:00:00,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA
"NL49573",2020-01-17 22:00:00,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA
"NL49573",2020-01-17 21:00:00,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA
"NL49573",2020-01-17 20:00:00,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
"NL49573",2020-01-17 19:00:00,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA
"NL49573",2020-01-17 18:00:00,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA
"NL49573",2020-01-17 17:00:00,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
"NL49573",2020-01-17 16:00:00,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA
"NL49573",2020-01-17 15:00:00,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
"NL49573",2020-01-17 14:00:00,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA
"NL49573",2020-01-17 13:00:00,NA,NA,NA,NA,NA,NA,12.9,NA,NA,NA,NA
"NL49573",2020-01-17 12:00:00,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA
"NL49573",2020-01-17 11:00:00,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA
"NL49573",2020-01-17 10:00:00,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA,NA
"NL49573",2020-01-17 09:00:00,NA,NA,NA,NA,NA,NA,16.2,NA,NA,NA,NA
"NL49573",2020-01-17 08:00:00,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
"NL49573",2020-01-17 07:00:00,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA
"NL49573",2020-01-17 06:00:00,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA
"NL49573",2020-01-17 05:00:00,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA
"NL49573",2020-01-17 04:00:00,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA
"NL49573",2020-01-17 03:00:00,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA
"NL49573",2020-01-17 02:00:00,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA
"NL49573",2020-01-17 01:00:00,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA
"NL49573",2020-01-17 00:00:00,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA
"NL49573",2020-01-16 23:00:00,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA
"NL49573",2020-01-16 22:00:00,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
"NL49573",2020-01-16 21:00:00,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA
"NL49573",2020-01-16 20:00:00,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA
"NL49573",2020-01-16 19:00:00,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA
"NL49573",2020-01-16 18:00:00,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA
"NL49573",2020-01-16 17:00:00,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA
"NL49573",2020-01-16 16:00:00,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA
"NL49573",2020-01-16 15:00:00,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA
"NL49573",2020-01-16 14:00:00,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA
"NL49573",2020-01-16 13:00:00,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
"NL49573",2020-01-16 12:00:00,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA
"NL49573",2020-01-16 11:00:00,NA,NA,NA,NA,NA,NA,13.4,NA,NA,NA,NA
"NL49573",2020-01-16 10:00:00,NA,NA,NA,NA,NA,NA,13.8,NA,NA,NA,NA
"NL49573",2020-01-16 09:00:00,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA
"NL49573",2020-01-16 08:00:00,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA
"NL49573",2020-01-16 07:00:00,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
"NL49573",2020-01-16 06:00:00,NA,NA,NA,NA,NA,NA,16.3,NA,NA,NA,NA
"NL49573",2020-01-16 05:00:00,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA
"NL49573",2020-01-16 04:00:00,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA
"NL49573",2020-01-16 03:00:00,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA
"NL49573",2020-01-16 02:00:00,NA,NA,NA,NA,NA,NA,6.3,NA,NA,NA,NA
"NL49573",2020-01-16 01:00:00,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA
"NL49573",2020-01-16 00:00:00,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA
"NL49573",2020-01-15 23:00:00,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA
"NL49573",2020-01-15 22:00:00,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
"NL49573",2020-01-15 21:00:00,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA
"NL49573",2020-01-15 20:00:00,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA
"NL49573",2020-01-15 19:00:00,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA
"NL49573",2020-01-15 18:00:00,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA
"NL49573",2020-01-15 17:00:00,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA
"NL49573",2020-01-15 16:00:00,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA
"NL49573",2020-01-15 15:00:00,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
"NL49573",2020-01-15 14:00:00,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA
"NL49573",2020-01-15 13:00:00,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
"NL49573",2020-01-15 12:00:00,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA
"NL49573",2020-01-15 11:00:00,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA
"NL49573",2020-01-15 10:00:00,NA,NA,NA,NA,NA,NA,13.2,NA,NA,NA,NA
"NL49573",2020-01-15 09:00:00,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
"NL49573",2020-01-15 08:00:00,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA
"NL49573",2020-01-15 07:00:00,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA
"NL49573",2020-01-15 06:00:00,NA,NA,NA,NA,NA,NA,13.3,NA,NA,NA,NA
"NL49573",2020-01-15 05:00:00,NA,NA,NA,NA,NA,NA,13.8,NA,NA,NA,NA
"NL49573",2020-01-15 04:00:00,NA,NA,NA,NA,NA,NA,13.9,NA,NA,NA,NA
"NL49573",2020-01-15 03:00:00,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA
"NL49573",2020-01-15 02:00:00,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA
"NL49573",2020-01-15 01:00:00,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA
"NL49573",2020-01-15 00:00:00,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA
"NL49573",2020-01-14 23:00:00,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA
"NL49573",2020-01-14 22:00:00,NA,NA,NA,NA,NA,NA,16.1,NA,NA,NA,NA
"NL49573",2020-01-14 21:00:00,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA
"NL49573",2020-01-14 20:00:00,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA
"NL49573",2020-01-14 19:00:00,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA
"NL49573",2020-01-14 18:00:00,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA
"NL49573",2020-01-14 17:00:00,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA
"NL49573",2020-01-14 16:00:00,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA
"NL49573",2020-01-14 15:00:00,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA
"NL49573",2020-01-14 14:00:00,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA
"NL49573",2020-01-14 13:00:00,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA
"NL49573",2020-01-14 12:00:00,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA
"NL49573",2020-01-14 11:00:00,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA
"NL49573",2020-01-14 10:00:00,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA
"NL49573",2020-01-14 09:00:00,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA
"NL49573",2020-01-14 08:00:00,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA
"NL49573",2020-01-14 07:00:00,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA
"NL49573",2020-01-14 06:00:00,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA
"NL49573",2020-01-14 05:00:00,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA
"NL49573",2020-01-14 04:00:00,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
"NL49573",2020-01-14 03:00:00,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA
"NL49573",2020-01-14 02:00:00,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA
"NL49573",2020-01-14 01:00:00,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA
"NL49573",2020-01-14 00:00:00,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA
"NL49573",2020-01-13 23:00:00,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA
"NL49573",2020-01-13 22:00:00,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA
"NL49573",2020-01-13 21:00:00,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA
"NL49573",2020-01-13 20:00:00,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA
"NL49573",2020-01-13 19:00:00,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA
"NL49573",2020-01-13 18:00:00,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA
"NL49573",2020-01-13 17:00:00,NA,NA,NA,NA,NA,NA,6.8,NA,NA,NA,NA
"NL49573",2020-01-13 16:00:00,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA
"NL49573",2020-01-13 15:00:00,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA
"NL49573",2020-01-13 14:00:00,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA
"NL49573",2020-01-13 13:00:00,NA,NA,NA,NA,NA,NA,17.7,NA,NA,NA,NA
"NL49573",2020-01-13 12:00:00,NA,NA,NA,NA,NA,NA,17.1,NA,NA,NA,NA
