"station_number","date","SO2","H2S","FN","NO","CO","pm10","pm25","NO2","C7H8","C8H10","C6H6"
"NL49573",2019-12-24 08:00:00,NA,NA,NA,NA,NA,20.3,11.3,NA,NA,NA,NA
"NL49573",2019-12-24 07:00:00,NA,NA,NA,NA,NA,24.1,13.5,NA,NA,NA,NA
"NL49573",2019-12-24 06:00:00,NA,NA,NA,NA,NA,28.1,11.8,NA,NA,NA,NA
"NL49573",2019-12-24 05:00:00,NA,NA,NA,NA,NA,19.5,10.2,NA,NA,NA,NA
"NL49573",2019-12-24 04:00:00,NA,NA,NA,NA,NA,23.3,9.7,NA,NA,NA,NA
"NL49573",2019-12-24 03:00:00,NA,NA,NA,NA,NA,27.6,10.4,NA,NA,NA,NA
"NL49573",2019-12-24 02:00:00,NA,NA,NA,NA,NA,19.4,13.2,NA,NA,NA,NA
"NL49573",2019-12-24 01:00:00,NA,NA,NA,NA,NA,34.4,13.9,NA,NA,NA,NA
"NL49573",2019-12-24 00:00:00,NA,NA,NA,NA,NA,38.9,12.4,NA,NA,NA,NA
"NL49573",2019-12-23 23:00:00,NA,NA,NA,NA,NA,37.9,11.9,NA,NA,NA,NA
"NL49573",2019-12-23 22:00:00,NA,NA,NA,NA,NA,35.7,13,NA,NA,NA,NA
"NL49573",2019-12-23 21:00:00,NA,NA,NA,NA,NA,27.7,15.8,NA,NA,NA,NA
"NL49573",2019-12-23 20:00:00,NA,NA,NA,NA,NA,37.5,12.4,NA,NA,NA,NA
"NL49573",2019-12-23 19:00:00,NA,NA,NA,NA,NA,38.6,12.1,NA,NA,NA,NA
"NL49573",2019-12-23 18:00:00,NA,NA,NA,NA,NA,32.2,8.8,NA,NA,NA,NA
"NL49573",2019-12-23 17:00:00,NA,NA,NA,NA,NA,30.5,7.7,NA,NA,NA,NA
"NL49573",2019-12-23 16:00:00,NA,NA,NA,NA,NA,32.5,10.5,NA,NA,NA,NA
"NL49573",2019-12-23 15:00:00,NA,NA,NA,NA,NA,30.7,10,NA,NA,NA,NA
"NL49573",2019-12-23 14:00:00,NA,NA,NA,NA,NA,31.7,10.1,NA,NA,NA,NA
"NL49573",2019-12-23 13:00:00,NA,NA,NA,NA,NA,26.1,10.3,NA,NA,NA,NA
"NL49573",2019-12-23 12:00:00,NA,NA,NA,NA,NA,26.9,9.2,NA,NA,NA,NA
"NL49573",2019-12-23 11:00:00,NA,NA,NA,NA,NA,21.8,10.7,NA,NA,NA,NA
"NL49573",2019-12-23 10:00:00,NA,NA,NA,NA,NA,25.1,9.5,NA,NA,NA,NA
"NL49573",2019-12-23 09:00:00,NA,NA,NA,NA,NA,27.7,7.7,NA,NA,NA,NA
"NL49573",2019-12-23 08:00:00,NA,NA,NA,NA,NA,27.9,8.3,NA,NA,NA,NA
"NL49573",2019-12-23 07:00:00,NA,NA,NA,NA,NA,22.8,8.2,NA,NA,NA,NA
"NL49573",2019-12-23 06:00:00,NA,NA,NA,NA,NA,16.7,8.8,NA,NA,NA,NA
"NL49573",2019-12-23 05:00:00,NA,NA,NA,NA,NA,22.8,10,NA,NA,NA,NA
"NL49573",2019-12-23 04:00:00,NA,NA,NA,NA,NA,17.9,8.5,NA,NA,NA,NA
"NL49573",2019-12-23 03:00:00,NA,NA,NA,NA,NA,27.7,6.1,NA,NA,NA,NA
"NL49573",2019-12-23 02:00:00,NA,NA,NA,NA,NA,27.6,7.4,NA,NA,NA,NA
"NL49573",2019-12-23 01:00:00,NA,NA,NA,NA,NA,29.8,11.1,NA,NA,NA,NA
"NL49573",2019-12-23 00:00:00,NA,NA,NA,NA,NA,34.7,12.7,NA,NA,NA,NA
"NL49573",2020-01-06 00:00:00,NA,NA,NA,NA,NA,NA,17.7,NA,NA,NA,NA
"NL49573",2020-01-05 23:00:00,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA
"NL49573",2020-01-05 22:00:00,NA,NA,NA,NA,NA,NA,6.3,NA,NA,NA,NA
"NL49573",2020-01-05 21:00:00,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA
"NL49573",2020-01-05 20:00:00,NA,NA,NA,NA,NA,NA,6.9,NA,NA,NA,NA
"NL49573",2020-01-05 19:00:00,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA
"NL49573",2020-01-05 18:00:00,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA
"NL49573",2020-01-05 17:00:00,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA
"NL49573",2020-01-05 16:00:00,NA,NA,NA,NA,NA,NA,6.9,NA,NA,NA,NA
"NL49573",2020-01-05 15:00:00,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA
"NL49573",2020-01-05 14:00:00,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA
"NL49573",2020-01-05 13:00:00,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA
"NL49573",2020-01-05 12:00:00,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA
"NL49573",2020-01-05 11:00:00,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA
"NL49573",2020-01-05 10:00:00,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA
"NL49573",2020-01-05 09:00:00,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA
"NL49573",2020-01-05 08:00:00,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA
"NL49573",2020-01-05 07:00:00,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA
"NL49573",2020-01-05 06:00:00,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA
"NL49573",2020-01-05 05:00:00,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA
"NL49573",2020-01-05 04:00:00,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA
"NL49573",2020-01-05 03:00:00,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,NA
"NL49573",2020-01-05 02:00:00,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA
"NL49573",2020-01-05 01:00:00,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA
"NL49573",2020-01-05 00:00:00,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA
"NL49573",2020-01-04 23:00:00,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA
"NL49573",2020-01-04 22:00:00,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA
"NL49573",2020-01-04 21:00:00,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA
"NL49573",2020-01-04 20:00:00,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA
"NL49573",2020-01-04 19:00:00,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA
"NL49573",2020-01-04 18:00:00,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA
"NL49573",2020-01-04 17:00:00,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA
"NL49573",2020-01-04 16:00:00,NA,NA,NA,NA,NA,NA,14.7,NA,NA,NA,NA
"NL49573",2020-01-04 15:00:00,NA,NA,NA,NA,NA,NA,14.1,NA,NA,NA,NA
"NL49573",2020-01-04 14:00:00,NA,NA,NA,NA,NA,NA,12.8,NA,NA,NA,NA
"NL49573",2020-01-04 13:00:00,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA
"NL49573",2020-01-04 12:00:00,NA,NA,NA,NA,NA,NA,14.2,NA,NA,NA,NA
"NL49573",2020-01-04 11:00:00,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA,NA
"NL49573",2020-01-04 10:00:00,NA,NA,NA,NA,NA,NA,14.7,NA,NA,NA,NA
"NL49573",2020-01-04 09:00:00,NA,NA,NA,NA,NA,NA,15.2,NA,NA,NA,NA
"NL49573",2020-01-04 08:00:00,NA,NA,NA,NA,NA,NA,15.1,NA,NA,NA,NA
"NL49573",2020-01-04 07:00:00,NA,NA,NA,NA,NA,NA,15.8,NA,NA,NA,NA
"NL49573",2020-01-04 06:00:00,NA,NA,NA,NA,NA,NA,16.4,NA,NA,NA,NA
"NL49573",2020-01-04 05:00:00,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA,NA
"NL49573",2020-01-04 04:00:00,NA,NA,NA,NA,NA,NA,12.9,NA,NA,NA,NA
"NL49573",2020-01-04 03:00:00,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA
"NL49573",2020-01-04 02:00:00,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA
"NL49573",2020-01-04 01:00:00,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA
"NL49573",2020-01-04 00:00:00,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA
"NL49573",2020-01-03 23:00:00,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA
"NL49573",2020-01-03 22:00:00,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA
"NL49573",2020-01-03 21:00:00,NA,NA,NA,NA,NA,NA,13.4,NA,NA,NA,NA
"NL49573",2020-01-03 20:00:00,NA,NA,NA,NA,NA,NA,12.7,NA,NA,NA,NA
"NL49573",2020-01-03 19:00:00,NA,NA,NA,NA,NA,NA,13.8,NA,NA,NA,NA
"NL49573",2020-01-03 18:00:00,NA,NA,NA,NA,NA,NA,13.8,NA,NA,NA,NA
"NL49573",2020-01-03 17:00:00,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA
"NL49573",2020-01-03 16:00:00,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA
"NL49573",2020-01-03 15:00:00,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA
"NL49573",2020-01-03 14:00:00,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA
"NL49573",2020-01-03 13:00:00,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA
"NL49573",2020-01-03 12:00:00,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA
"NL49573",2020-01-03 11:00:00,NA,NA,NA,NA,NA,NA,6.8,NA,NA,NA,NA
"NL49573",2020-01-03 10:00:00,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA
"NL49573",2020-01-03 09:00:00,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA
"NL49573",2020-01-03 08:00:00,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA
"NL49573",2020-01-03 07:00:00,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA
"NL49573",2020-01-03 06:00:00,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA
"NL49573",2020-01-03 05:00:00,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA
"NL49573",2020-01-03 04:00:00,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA
"NL49573",2020-01-03 03:00:00,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA
"NL49573",2020-01-03 02:00:00,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA
"NL49573",2020-01-03 01:00:00,NA,NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA
"NL49573",2020-01-03 00:00:00,NA,NA,NA,NA,NA,NA,21.7,NA,NA,NA,NA
"NL49573",2020-01-02 23:00:00,NA,NA,NA,NA,NA,NA,17.9,NA,NA,NA,NA
"NL49573",2020-01-02 22:00:00,NA,NA,NA,NA,NA,NA,19.3,NA,NA,NA,NA
"NL49573",2020-01-02 21:00:00,NA,NA,NA,NA,NA,NA,12.9,NA,NA,NA,NA
"NL49573",2020-01-02 20:00:00,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
"NL49573",2020-01-02 19:00:00,NA,NA,NA,NA,NA,NA,22.9,NA,NA,NA,NA
"NL49573",2020-01-02 18:00:00,NA,NA,NA,NA,NA,NA,15.9,NA,NA,NA,NA
"NL49573",2020-01-02 17:00:00,NA,NA,NA,NA,NA,NA,14.1,NA,NA,NA,NA
"NL49573",2020-01-02 16:00:00,NA,NA,NA,NA,NA,NA,20.6,NA,NA,NA,NA
"NL49573",2020-01-02 15:00:00,NA,NA,NA,NA,NA,NA,31.4,NA,NA,NA,NA
"NL49573",2020-01-02 14:00:00,NA,NA,NA,NA,NA,NA,27.5,NA,NA,NA,NA
"NL49573",2020-01-02 13:00:00,NA,NA,NA,NA,NA,NA,31.3,NA,NA,NA,NA
"NL49573",2020-01-02 12:00:00,NA,NA,NA,NA,NA,NA,31.7,NA,NA,NA,NA
"NL49573",2020-01-02 11:00:00,NA,NA,NA,NA,NA,NA,18.9,NA,NA,NA,NA
"NL49573",2020-01-02 10:00:00,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA
"NL49573",2020-01-02 09:00:00,NA,NA,NA,NA,NA,NA,18.7,NA,NA,NA,NA
"NL49573",2020-01-02 08:00:00,NA,NA,NA,NA,NA,NA,15.2,NA,NA,NA,NA
"NL49573",2020-01-02 07:00:00,NA,NA,NA,NA,NA,NA,20.6,NA,NA,NA,NA
"NL49573",2020-01-02 06:00:00,NA,NA,NA,NA,NA,NA,14.3,NA,NA,NA,NA
"NL49573",2020-01-02 05:00:00,NA,NA,NA,NA,NA,NA,16.4,NA,NA,NA,NA
"NL49573",2020-01-02 04:00:00,NA,NA,NA,NA,NA,NA,18.3,NA,NA,NA,NA
"NL49573",2020-01-02 03:00:00,NA,NA,NA,NA,NA,NA,20.1,NA,NA,NA,NA
"NL49573",2020-01-02 02:00:00,NA,NA,NA,NA,NA,NA,30.5,NA,NA,NA,NA
"NL49573",2020-01-02 01:00:00,NA,NA,NA,NA,NA,NA,28.8,NA,NA,NA,NA
"NL49573",2020-01-02 00:00:00,NA,NA,NA,NA,NA,NA,38.9,NA,NA,NA,NA
"NL49573",2020-01-01 23:00:00,NA,NA,NA,NA,NA,NA,38.5,NA,NA,NA,NA
"NL49573",2020-01-01 22:00:00,NA,NA,NA,NA,NA,NA,45.7,NA,NA,NA,NA
"NL49573",2020-01-01 21:00:00,NA,NA,NA,NA,NA,NA,38.7,NA,NA,NA,NA
"NL49573",2020-01-01 20:00:00,NA,NA,NA,NA,NA,NA,44.8,NA,NA,NA,NA
"NL49573",2020-01-01 19:00:00,NA,NA,NA,NA,NA,NA,42.8,NA,NA,NA,NA
"NL49573",2020-01-01 18:00:00,NA,NA,NA,NA,NA,NA,50.1,NA,NA,NA,NA
"NL49573",2020-01-01 17:00:00,NA,NA,NA,NA,NA,NA,29.4,NA,NA,NA,NA
"NL49573",2020-01-01 16:00:00,NA,NA,NA,NA,NA,NA,40.1,NA,NA,NA,NA
"NL49573",2020-01-01 15:00:00,NA,NA,NA,NA,NA,NA,43.4,NA,NA,NA,NA
"NL49573",2020-01-01 14:00:00,NA,NA,NA,NA,NA,NA,49.5,NA,NA,NA,NA
"NL49573",2020-01-01 13:00:00,NA,NA,NA,NA,NA,NA,47.4,NA,NA,NA,NA
"NL49573",2020-01-01 12:00:00,NA,NA,NA,NA,NA,NA,56.2,NA,NA,NA,NA
"NL49573",2020-01-01 11:00:00,NA,NA,NA,NA,NA,NA,75.7,NA,NA,NA,NA
"NL49573",2020-01-01 10:00:00,NA,NA,NA,NA,NA,NA,71.4,NA,NA,NA,NA
"NL49573",2020-01-01 09:00:00,NA,NA,NA,NA,NA,NA,61.7,NA,NA,NA,NA
"NL49573",2020-01-01 08:00:00,NA,NA,NA,NA,NA,NA,64.9,NA,NA,NA,NA
"NL49573",2020-01-01 07:00:00,NA,NA,NA,NA,NA,NA,84.3,NA,NA,NA,NA
"NL49573",2020-01-01 06:00:00,NA,NA,NA,NA,NA,NA,103.3,NA,NA,NA,NA
"NL49573",2020-01-01 05:00:00,NA,NA,NA,NA,NA,NA,152.1,NA,NA,NA,NA
"NL49573",2020-01-01 04:00:00,NA,NA,NA,NA,NA,NA,159.8,NA,NA,NA,NA
"NL49573",2020-01-01 03:00:00,NA,NA,NA,NA,NA,NA,119.1,NA,NA,NA,NA
"NL49573",2020-01-01 02:00:00,NA,NA,NA,NA,NA,NA,149.3,NA,NA,NA,NA
"NL49573",2020-01-01 01:00:00,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA
"NL49573",2020-01-01 00:00:00,NA,NA,NA,NA,NA,NA,230.3,NA,NA,NA,NA
"NL49573",2019-12-31 23:00:00,NA,NA,NA,NA,NA,71.5,68.4,NA,NA,NA,NA
"NL49573",2019-12-31 22:00:00,NA,NA,NA,NA,NA,103.1,100.2,NA,NA,NA,NA
"NL49573",2019-12-31 21:00:00,NA,NA,NA,NA,NA,121,115.3,NA,NA,NA,NA
"NL49573",2019-12-31 20:00:00,NA,NA,NA,NA,NA,117.1,100.3,NA,NA,NA,NA
"NL49573",2019-12-31 19:00:00,NA,NA,NA,NA,NA,82.5,49.7,NA,NA,NA,NA
"NL49573",2019-12-31 18:00:00,NA,NA,NA,NA,NA,36.1,12.9,NA,NA,NA,NA
"NL49573",2019-12-31 17:00:00,NA,NA,NA,NA,NA,41.8,20.6,NA,NA,NA,NA
"NL49573",2019-12-31 16:00:00,NA,NA,NA,NA,NA,20.3,7.4,NA,NA,NA,NA
"NL49573",2019-12-31 15:00:00,NA,NA,NA,NA,NA,32.8,16.6,NA,NA,NA,NA
"NL49573",2019-12-31 14:00:00,NA,NA,NA,NA,NA,30.9,14.2,NA,NA,NA,NA
"NL49573",2019-12-31 13:00:00,NA,NA,NA,NA,NA,30.4,12.1,NA,NA,NA,NA
"NL49573",2019-12-31 12:00:00,NA,NA,NA,NA,NA,23.5,10.8,NA,NA,NA,NA
"NL49573",2019-12-31 11:00:00,NA,NA,NA,NA,NA,32.8,10.5,NA,NA,NA,NA
"NL49573",2019-12-31 10:00:00,NA,NA,NA,NA,NA,21.7,8.6,NA,NA,NA,NA
"NL49573",2019-12-31 09:00:00,NA,NA,NA,NA,NA,32.7,7.2,NA,NA,NA,NA
"NL49573",2019-12-31 08:00:00,NA,NA,NA,NA,NA,21.2,6.3,NA,NA,NA,NA
"NL49573",2019-12-31 07:00:00,NA,NA,NA,NA,NA,14.4,4.9,NA,NA,NA,NA
"NL49573",2019-12-31 06:00:00,NA,NA,NA,NA,NA,21.9,6.5,NA,NA,NA,NA
"NL49573",2019-12-31 05:00:00,NA,NA,NA,NA,NA,26.6,7.6,NA,NA,NA,NA
"NL49573",2019-12-31 04:00:00,NA,NA,NA,NA,NA,26.2,10.4,NA,NA,NA,NA
"NL49573",2019-12-31 03:00:00,NA,NA,NA,NA,NA,26.8,12.8,NA,NA,NA,NA
"NL49573",2019-12-31 02:00:00,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA
"NL49573",2019-12-31 01:00:00,NA,NA,NA,NA,NA,37.6,13.1,NA,NA,NA,NA
"NL49573",2019-12-31 00:00:00,NA,NA,NA,NA,NA,40.7,10.5,NA,NA,NA,NA
"NL49573",2019-12-30 23:00:00,NA,NA,NA,NA,NA,41.8,11.9,NA,NA,NA,NA
"NL49573",2019-12-30 22:00:00,NA,NA,NA,NA,NA,35.5,14.4,NA,NA,NA,NA
"NL49573",2019-12-30 21:00:00,NA,NA,NA,NA,NA,32.8,13.2,NA,NA,NA,NA
"NL49573",2019-12-30 20:00:00,NA,NA,NA,NA,NA,32.1,18.8,NA,NA,NA,NA
"NL49573",2019-12-30 19:00:00,NA,NA,NA,NA,NA,30.4,29.8,NA,NA,NA,NA
"NL49573",2019-12-30 18:00:00,NA,NA,NA,NA,NA,27,21.9,NA,NA,NA,NA
"NL49573",2019-12-30 17:00:00,NA,NA,NA,NA,NA,26.4,24.2,NA,NA,NA,NA
"NL49573",2019-12-30 16:00:00,NA,NA,NA,NA,NA,25.1,18.3,NA,NA,NA,NA
"NL49573",2019-12-30 15:00:00,NA,NA,NA,NA,NA,28.9,22.2,NA,NA,NA,NA
"NL49573",2019-12-30 14:00:00,NA,NA,NA,NA,NA,28.6,17.5,NA,NA,NA,NA
"NL49573",2019-12-30 13:00:00,NA,NA,NA,NA,NA,32.6,19.4,NA,NA,NA,NA
"NL49573",2019-12-30 12:00:00,NA,NA,NA,NA,NA,29.4,18.9,NA,NA,NA,NA
"NL49573",2019-12-30 11:00:00,NA,NA,NA,NA,NA,25.9,18.9,NA,NA,NA,NA
"NL49573",2019-12-30 10:00:00,NA,NA,NA,NA,NA,25.6,18.8,NA,NA,NA,NA
"NL49573",2019-12-30 09:00:00,NA,NA,NA,NA,NA,29.4,23.3,NA,NA,NA,NA
"NL49573",2019-12-30 08:00:00,NA,NA,NA,NA,NA,17.2,18.4,NA,NA,NA,NA
"NL49573",2019-12-30 07:00:00,NA,NA,NA,NA,NA,22.7,18.6,NA,NA,NA,NA
"NL49573",2019-12-30 06:00:00,NA,NA,NA,NA,NA,15.7,19.4,NA,NA,NA,NA
"NL49573",2019-12-30 05:00:00,NA,NA,NA,NA,NA,24,16.5,NA,NA,NA,NA
"NL49573",2019-12-30 04:00:00,NA,NA,NA,NA,NA,33.8,14.6,NA,NA,NA,NA
"NL49573",2019-12-30 03:00:00,NA,NA,NA,NA,NA,23.8,15.5,NA,NA,NA,NA
"NL49573",2019-12-30 02:00:00,NA,NA,NA,NA,NA,22.9,18.3,NA,NA,NA,NA
"NL49573",2019-12-30 01:00:00,NA,NA,NA,NA,NA,26.6,21.7,NA,NA,NA,NA
"NL49573",2020-01-13 00:00:00,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA
"NL49573",2020-01-12 23:00:00,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA
"NL49573",2020-01-12 22:00:00,NA,NA,NA,NA,NA,NA,22.3,NA,NA,NA,NA
"NL49573",2020-01-12 21:00:00,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA
"NL49573",2020-01-12 20:00:00,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA
"NL49573",2020-01-12 19:00:00,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA
"NL49573",2020-01-12 18:00:00,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA
"NL49573",2020-01-12 17:00:00,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA
"NL49573",2020-01-12 16:00:00,NA,NA,NA,NA,NA,NA,14.6,NA,NA,NA,NA
"NL49573",2020-01-12 15:00:00,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA,NA
"NL49573",2020-01-12 14:00:00,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA
"NL49573",2020-01-12 13:00:00,NA,NA,NA,NA,NA,NA,16.8,NA,NA,NA,NA
"NL49573",2020-01-12 12:00:00,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA
"NL49573",2020-01-12 11:00:00,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA
"NL49573",2020-01-12 10:00:00,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA
"NL49573",2020-01-12 09:00:00,NA,NA,NA,NA,NA,NA,6.8,NA,NA,NA,NA
"NL49573",2020-01-12 08:00:00,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA
"NL49573",2020-01-12 07:00:00,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA
"NL49573",2020-01-12 06:00:00,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA
"NL49573",2020-01-12 05:00:00,NA,NA,NA,NA,NA,NA,13.4,NA,NA,NA,NA
"NL49573",2020-01-12 04:00:00,NA,NA,NA,NA,NA,NA,14.2,NA,NA,NA,NA
"NL49573",2020-01-12 03:00:00,NA,NA,NA,NA,NA,NA,12.9,NA,NA,NA,NA
"NL49573",2020-01-12 02:00:00,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA
"NL49573",2020-01-12 01:00:00,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
"NL49573",2020-01-12 00:00:00,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA
"NL49573",2020-01-11 23:00:00,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA
"NL49573",2020-01-11 22:00:00,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA
"NL49573",2020-01-11 21:00:00,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA
"NL49573",2020-01-11 20:00:00,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,NA
"NL49573",2020-01-11 19:00:00,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA
"NL49573",2020-01-11 18:00:00,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA
"NL49573",2020-01-11 17:00:00,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA
"NL49573",2020-01-11 16:00:00,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA
"NL49573",2020-01-11 15:00:00,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA
"NL49573",2020-01-11 14:00:00,NA,NA,NA,NA,NA,NA,6.9,NA,NA,NA,NA
"NL49573",2020-01-11 13:00:00,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA
"NL49573",2020-01-11 12:00:00,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA
"NL49573",2020-01-11 11:00:00,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA
"NL49573",2020-01-11 10:00:00,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA
"NL49573",2020-01-11 09:00:00,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA
"NL49573",2020-01-11 08:00:00,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA
"NL49573",2020-01-11 07:00:00,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA
"NL49573",2020-01-11 06:00:00,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
"NL49573",2020-01-11 05:00:00,NA,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA
"NL49573",2020-01-11 04:00:00,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA
"NL49573",2020-01-11 03:00:00,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
"NL49573",2020-01-11 02:00:00,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA
"NL49573",2020-01-11 01:00:00,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA
"NL49573",2020-01-11 00:00:00,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA
"NL49573",2020-01-10 23:00:00,NA,NA,NA,NA,NA,NA,6.3,NA,NA,NA,NA
"NL49573",2020-01-10 22:00:00,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA
"NL49573",2020-01-10 21:00:00,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA
"NL49573",2020-01-10 20:00:00,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA
"NL49573",2020-01-10 19:00:00,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA
"NL49573",2020-01-10 18:00:00,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
"NL49573",2020-01-10 17:00:00,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA
"NL49573",2020-01-10 16:00:00,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA
"NL49573",2020-01-10 15:00:00,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA
"NL49573",2020-01-10 14:00:00,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA
"NL49573",2020-01-10 13:00:00,NA,NA,NA,NA,NA,NA,16.6,NA,NA,NA,NA
"NL49573",2020-01-10 12:00:00,NA,NA,NA,NA,NA,NA,-0.2,NA,NA,NA,NA
