"station_number","date","NO2","pm25","pm10","NO","FN","CO","O3","C8H10","C7H8","C6H6","SO2","H2S"
"NL49014",2020-02-09 22:00:00,3.9,5.8,14.9,0.3,0.07,251,79.3,NA,NA,NA,NA,NA
"NL49014",2020-02-09 21:00:00,3.5,5.6,15.5,0.3,0.11,259.8,79.7,NA,NA,NA,NA,NA
"NL49014",2020-02-09 20:00:00,2.9,4.8,8.2,0.4,0.13,270.1,75,NA,NA,NA,NA,NA
"NL49014",2020-02-09 19:00:00,5.4,4.1,2.6,0.3,0.21,278.2,58.5,NA,NA,NA,NA,NA
"NL49014",2020-02-09 18:00:00,4.5,5,1.7,0.3,0.18,277.5,62.5,NA,NA,NA,NA,NA
"NL49014",2020-02-09 17:00:00,5,3.7,4.4,0.2,0.22,282.3,65.4,NA,NA,NA,NA,NA
"NL49014",2020-02-09 16:00:00,3.9,4.1,6.4,0.2,0.2,263.3,68.4,NA,NA,NA,NA,NA
"NL49014",2020-02-09 15:00:00,4.4,4.7,8.7,0.3,0.17,262.4,68.5,NA,NA,NA,NA,NA
"NL49014",2020-02-09 14:00:00,5,4.7,11.5,0.4,0.18,268.7,68.2,NA,NA,NA,NA,NA
"NL49014",2020-02-09 13:00:00,5.3,5.9,10.2,0.4,0.19,264.8,68,NA,NA,NA,NA,NA
"NL49014",2020-02-09 12:00:00,5,3.9,8.7,0.6,0.2,259.2,68.8,NA,NA,NA,NA,NA
"NL49014",2020-02-09 11:00:00,5.4,3.3,9.8,0.4,0.22,258.7,68.7,NA,NA,NA,NA,NA
"NL49014",2020-02-09 10:00:00,4.8,4.5,11.3,0.4,0.21,257.3,68.8,NA,NA,NA,NA,NA
"NL49014",2020-02-09 09:00:00,5.6,4.9,12.1,0.3,0.27,261.9,65.7,NA,NA,NA,NA,NA
"NL49014",2020-02-09 08:00:00,6.6,4.9,9.3,0.3,0.32,261.7,63.4,NA,NA,NA,NA,NA
"NL49014",2020-02-09 07:00:00,5.7,5.5,9.3,0.4,0.37,264.2,63.8,NA,NA,NA,NA,NA
"NL49014",2020-02-09 06:00:00,6.5,8,10.4,0.3,0.43,279.3,62.7,NA,NA,NA,NA,NA
"NL49014",2020-02-09 05:00:00,8.8,10.2,11.6,0.3,0.5,296.2,57.7,NA,NA,NA,NA,NA
"NL49014",2020-02-09 04:00:00,5.9,9.3,11.4,0.2,0.43,289.6,61.7,NA,NA,NA,NA,NA
"NL49014",2020-02-09 03:00:00,8,8.5,11.7,0.3,0.43,297.8,58.7,NA,NA,NA,NA,NA
"NL49014",2020-02-09 02:00:00,9.6,15.9,15,0.1,0.5,316,53.4,NA,NA,NA,NA,NA
"NL49014",2020-02-09 01:00:00,13.8,15.9,21.8,0.3,0.62,332.9,46.8,NA,NA,NA,NA,NA
"NL49014",2020-02-09 00:00:00,16.3,13.2,20.2,0.3,0.81,335.3,42,NA,NA,NA,NA,NA
"NL49014",2020-02-08 23:00:00,19.9,11.6,23.3,0.3,0.95,330.3,35.7,NA,NA,NA,NA,NA
"NL49014",2020-02-08 22:00:00,28.2,11.7,19,0.6,1.1,356.3,27.6,NA,NA,NA,NA,NA
"NL49014",2020-02-08 21:00:00,41,14.7,22.9,0.9,1.24,421.2,17.1,NA,NA,NA,NA,NA
"NL49014",2020-02-08 20:00:00,32.6,15.6,19.8,0.5,1.24,431.5,25.7,NA,NA,NA,NA,NA
"NL49014",2020-02-08 19:00:00,32.3,11.4,27.2,0.6,1.32,397.8,24.2,NA,NA,NA,NA,NA
"NL49014",2020-02-08 18:00:00,44.5,8.6,13.6,0.6,0.95,369.6,25.6,NA,NA,NA,NA,NA
"NL49014",2020-02-08 17:00:00,39.2,8.2,15.6,0.9,0.9,364.6,28.2,NA,NA,NA,NA,NA
"NL49014",2020-02-08 16:00:00,39,7.2,15.6,2,0.94,345.9,29.5,NA,NA,NA,NA,NA
"NL49014",2020-02-08 15:00:00,28.2,11.2,12.7,1.6,0.78,350.6,36.1,NA,NA,NA,NA,NA
"NL49014",2020-02-08 14:00:00,31.8,14.5,19.5,2.4,1.07,388.4,27.6,NA,NA,NA,NA,NA
"NL49014",2020-02-08 13:00:00,31.7,17.4,19.7,1.9,1.23,383.3,25.4,NA,NA,NA,NA,NA
"NL49014",2020-02-08 12:00:00,32,17.3,26.1,4,1.39,402.5,23,NA,NA,NA,NA,NA
"NL49014",2020-02-08 11:00:00,28,17,29.8,2.9,1.29,374,23.7,NA,NA,NA,NA,NA
"NL49014",2020-02-08 10:00:00,24.4,16.9,25.4,3.6,1.24,362.2,27.3,NA,NA,NA,NA,NA
"NL49014",2020-02-08 09:00:00,24.5,19.7,27.3,3,1.18,357.5,25.6,NA,NA,NA,NA,NA
"NL49014",2020-02-08 08:00:00,24.9,14.5,22.2,0.9,1.16,352.5,23.2,NA,NA,NA,NA,NA
"NL49014",2020-02-08 07:00:00,24.9,14.3,19.9,0.3,1.14,351.8,22.9,NA,NA,NA,NA,NA
"NL49014",2020-02-08 06:00:00,25.9,16.7,21.6,0.3,1.24,366.1,21.4,NA,NA,NA,NA,NA
"NL49014",2020-02-08 05:00:00,26.6,17.5,27,0.2,1.28,368.5,20.9,NA,NA,NA,NA,NA
"NL49014",2020-02-08 04:00:00,27.6,21.2,26.5,0.2,1.32,377.6,19.5,NA,NA,NA,NA,NA
"NL49014",2020-02-08 03:00:00,30,18.6,29,0.3,1.33,373.8,18,NA,NA,NA,NA,NA
"NL49014",2020-02-08 02:00:00,31.9,20.6,24.2,0.2,1.3,366.6,17.5,NA,NA,NA,NA,NA
"NL49014",2020-02-08 01:00:00,31.2,20.2,25.4,0.3,1.23,360.1,20.1,NA,NA,NA,NA,NA
"NL49014",2020-02-08 00:00:00,30.5,16.7,22.3,0.3,1.14,343.7,23.2,NA,NA,NA,NA,NA
"NL49014",2020-02-07 23:00:00,39.1,18.7,25.9,0.5,1.2,355.6,17.4,NA,NA,NA,NA,NA
"NL49014",2020-02-07 22:00:00,47.3,17.6,28.7,1.3,1.29,371.8,10.7,NA,NA,NA,NA,NA
"NL49014",2020-02-07 21:00:00,50.3,16.9,25.4,2.1,1.3,377.5,8.4,NA,NA,NA,NA,NA
"NL49014",2020-02-07 20:00:00,52.5,17.5,23,2.5,1.38,385.6,7.4,NA,NA,NA,NA,NA
"NL49014",2020-02-07 19:00:00,51,22.8,21.4,1.9,1.39,391.1,9.7,NA,NA,NA,NA,NA
"NL49014",2020-02-07 18:00:00,50.9,17.4,20,2.1,1.29,382.9,11.5,NA,NA,NA,NA,NA
"NL49014",2020-02-07 17:00:00,47.9,16.8,23.8,3.1,1.23,378.9,15.8,NA,NA,NA,NA,NA
"NL49014",2020-02-07 16:00:00,40.2,17.1,23.3,5.8,1.2,369,24.4,NA,NA,NA,NA,NA
"NL49014",2020-02-07 15:00:00,32.4,17.3,26.7,7.2,0.91,351.9,31.8,NA,NA,NA,NA,NA
"NL49014",2020-02-07 14:00:00,27.2,17.6,35.2,7.3,0.92,357.9,35.2,NA,NA,NA,NA,NA
"NL49014",2020-02-07 13:00:00,26.1,21.5,29.9,8.2,0.9,366.7,34.5,NA,NA,NA,NA,NA
"NL49014",2020-02-07 12:00:00,28.9,30.6,37.2,10.5,1.03,399,29.2,NA,NA,NA,NA,NA
"NL49014",2020-02-07 11:00:00,30.9,31.8,37.3,10.6,1.06,382.2,27.1,NA,NA,NA,NA,NA
"NL49014",2020-02-07 10:00:00,34,34.1,37.8,10.4,1.09,357.8,22.4,NA,NA,NA,NA,NA
"NL49014",2020-02-07 09:00:00,40.1,32.4,47.6,10,1.23,366.9,15.2,NA,NA,NA,NA,NA
"NL49014",2020-02-07 08:00:00,50.1,34.5,48.6,12.7,1.41,379,4.5,NA,NA,NA,NA,NA
"NL49014",2020-02-07 07:00:00,47.7,35.1,54.2,5.6,1.33,346.5,4.6,NA,NA,NA,NA,NA
"NL49014",2020-02-07 06:00:00,47.3,24.8,45.1,4.4,1.64,382.9,5.2,NA,NA,NA,NA,NA
"NL49014",2020-02-07 05:00:00,52,20.3,36,8.7,1.91,436,0.9,NA,NA,NA,NA,NA
"NL49014",2020-02-07 04:00:00,38,16,33.6,0.6,1.18,388.9,14.8,NA,NA,NA,NA,NA
"NL49014",2020-02-07 03:00:00,34.6,14.9,31.7,0.2,1.07,355.6,20.5,NA,NA,NA,NA,NA
"NL49014",2020-02-07 02:00:00,39.4,15.3,35.7,0.3,1.1,350.1,20.6,NA,NA,NA,NA,NA
"NL49014",2020-02-07 01:00:00,41.4,18.8,29.7,0.3,1.18,368.1,21,NA,NA,NA,NA,NA
"NL49014",2020-02-07 00:00:00,59.6,18.3,32.4,3.9,1.53,447.2,9.5,NA,NA,NA,NA,NA
"NL49014",2020-02-06 23:00:00,67,20.1,36.6,16.3,1.92,560.9,5.9,NA,NA,NA,NA,NA
"NL49014",2020-02-06 22:00:00,54.4,12.7,25,2.3,1.77,528.1,5.2,NA,NA,NA,NA,NA
"NL49014",2020-02-06 21:00:00,51.5,12.3,34.8,0.4,1.79,509.8,10.2,NA,NA,NA,NA,NA
"NL49014",2020-02-06 20:00:00,50.7,11,27.4,0.4,1.56,490.9,12.5,NA,NA,NA,NA,NA
"NL49014",2020-02-06 19:00:00,39.6,11.2,27.8,0.2,1.22,444.4,20,NA,NA,NA,NA,NA
"NL49014",2020-02-06 18:00:00,30,11.2,32.8,0.2,1,406.6,32.2,NA,NA,NA,NA,NA
"NL49014",2020-02-06 17:00:00,27.7,12.1,32.8,0.8,0.81,379.6,43.7,NA,NA,NA,NA,NA
"NL49014",2020-02-06 16:00:00,22.2,14.5,29.7,2.4,0.74,324.9,49.8,NA,NA,NA,NA,NA
"NL49014",2020-02-06 15:00:00,19.8,14.5,26.4,1.7,0.72,321.7,51.6,NA,NA,NA,NA,NA
"NL49014",2020-02-06 14:00:00,16.1,13.2,32.5,2,0.67,289.6,56,NA,NA,NA,NA,NA
"NL49014",2020-02-06 13:00:00,17.4,11.9,36.8,2.1,0.67,290.9,54,NA,NA,NA,NA,NA
"NL49014",2020-02-06 12:00:00,21.7,17.2,33.6,2.5,0.72,309.9,48.8,NA,NA,NA,NA,NA
"NL49014",2020-02-06 11:00:00,24,15.5,32.5,3.7,0.78,311.5,42.2,NA,NA,NA,NA,NA
"NL49014",2020-02-06 10:00:00,33.3,16.3,35.4,6.9,1.06,358.7,28.8,NA,NA,NA,NA,NA
"NL49014",2020-02-06 09:00:00,47.2,11.8,35.2,9.8,1.38,463,10.9,NA,NA,NA,NA,NA
"NL49014",2020-02-06 08:00:00,47.8,12.6,31.8,3.6,1.11,407.9,6.1,NA,NA,NA,NA,NA
"NL49014",2020-02-06 07:00:00,44.3,8.5,26.3,2.9,0.93,352.8,8.4,NA,NA,NA,NA,NA
"NL49014",2020-02-06 06:00:00,30.4,6.2,24.3,0.4,0.68,294,20.7,NA,NA,NA,NA,NA
"NL49014",2020-02-06 05:00:00,32.4,4.7,16.7,0.1,0.61,273.1,23.6,NA,NA,NA,NA,NA
"NL49014",2020-02-06 04:00:00,44.9,3,12.2,0.2,0.69,271.6,19.9,NA,NA,NA,NA,NA
"NL49014",2020-02-06 03:00:00,50.5,5.6,10.8,0.4,0.78,281.4,13.9,NA,NA,NA,NA,NA
"NL49014",2020-02-06 02:00:00,33.7,4.3,8,0.1,0.49,295.1,30,NA,NA,NA,NA,NA
"NL49014",2020-02-06 01:00:00,36.1,2.7,17.8,0,0.63,302.7,30.4,NA,NA,NA,NA,NA
"NL49014",2020-02-06 00:00:00,30.9,4,15.4,0.1,0.6,307.4,37.8,NA,NA,NA,NA,NA
"NL49014",2020-02-05 23:00:00,25.1,2.8,13.1,0,0.56,329.7,45.4,NA,NA,NA,NA,NA
"NL49014",2020-02-05 22:00:00,19.6,1.7,12.3,0,0.43,344,49.5,NA,NA,NA,NA,NA
"NL49014",2020-02-05 21:00:00,23.3,3.3,10.3,0.4,0.39,354.9,50.6,NA,NA,NA,NA,NA
"NL49014",2020-02-05 20:00:00,19.6,5,18,0.1,0.4,331,53.4,NA,NA,NA,NA,NA
"NL49014",2020-02-05 19:00:00,23.5,6.8,18.7,0.2,0.42,341.5,50.5,NA,NA,NA,NA,NA
"NL49014",2020-02-05 18:00:00,23.7,7.1,24.6,0.2,0.4,347,49.7,NA,NA,NA,NA,NA
"NL49014",2020-02-05 17:00:00,16.9,6.5,23.6,0.5,0.31,324.4,58.8,NA,NA,NA,NA,NA
"NL49014",2020-02-05 16:00:00,13.8,6.7,23.8,0.6,0.26,309.5,62.2,NA,NA,NA,NA,NA
"NL49014",2020-02-05 15:00:00,11,7,18.5,1.6,0.23,297.6,65.5,NA,NA,NA,NA,NA
"NL49014",2020-02-05 14:00:00,14.2,9.8,28.1,3.6,0.31,295,61.2,NA,NA,NA,NA,NA
"NL49014",2020-02-05 13:00:00,12.1,10.3,24.8,1.8,0.25,276.4,61.7,NA,NA,NA,NA,NA
"NL49014",2020-02-05 12:00:00,19.9,11.8,33.1,3.4,0.35,303,54,NA,NA,NA,NA,NA
"NL49014",2020-02-05 11:00:00,49.8,10.5,33.6,13.5,0.91,369.4,28.6,NA,NA,NA,NA,NA
"NL49014",2020-02-05 10:00:00,NA,6.7,36.7,NA,1.77,1056.4,NA,NA,NA,NA,NA,NA
"NL49014",2020-02-05 09:00:00,60.6,5.6,19,45.9,1.72,541.6,2.8,NA,NA,NA,NA,NA
"NL49014",2020-02-05 08:00:00,65.6,3.3,16.4,29.5,1.33,424.1,1.7,NA,NA,NA,NA,NA
"NL49014",2020-02-05 07:00:00,46.5,3.3,16.1,3.1,0.61,298.9,11.3,NA,NA,NA,NA,NA
"NL49014",2020-02-05 06:00:00,31.1,4.3,19.4,-0.1,0.43,226.1,23.2,NA,NA,NA,NA,NA
"NL49014",2020-02-05 05:00:00,25.1,1.4,17.3,0.1,0.34,212,38.3,NA,NA,NA,NA,NA
"NL49014",2020-02-05 04:00:00,19,1.7,10.4,0.1,0.23,194.5,54.7,NA,NA,NA,NA,NA
"NL49014",2020-02-05 03:00:00,16.5,5.9,16.8,0.1,0.21,192.8,62.4,NA,NA,NA,NA,NA
"NL49014",2020-02-05 02:00:00,26.1,6.1,23.1,0.2,0.24,256.6,50.8,NA,NA,NA,NA,NA
"NL49014",2020-02-05 01:00:00,27.2,5.1,26.8,0.3,0.36,222.3,51.1,NA,NA,NA,NA,NA
"NL49014",2020-02-05 00:00:00,35.8,4.3,22.3,0.6,0.58,219.5,41.3,NA,NA,NA,NA,NA
"NL49014",2020-02-04 23:00:00,36.4,6.4,24.5,0.8,0.52,289.7,38.8,NA,NA,NA,NA,NA
"NL49014",2020-02-04 22:00:00,44.4,8.5,21,0.9,0.66,320.3,32,NA,NA,NA,NA,NA
"NL49014",2020-02-04 21:00:00,37.8,7,26.1,1.1,0.8,311,37.4,NA,NA,NA,NA,NA
"NL49014",2020-02-04 20:00:00,54.5,5.5,20.3,3.2,1.19,395.4,22.8,NA,NA,NA,NA,NA
"NL49014",2020-02-04 19:00:00,55.5,6.6,17.7,3.2,1.51,395.9,23.3,NA,NA,NA,NA,NA
"NL49014",2020-02-04 18:00:00,53.9,7.1,4.6,3.8,2.01,369,23.1,NA,NA,NA,NA,NA
"NL49014",2020-02-04 17:00:00,35.3,5.1,3,1.8,0.64,323.2,43.5,NA,NA,NA,NA,NA
"NL49014",2020-02-04 16:00:00,27,4.7,7.9,2.1,0.41,279.7,51.9,NA,NA,NA,NA,NA
"NL49014",2020-02-04 15:00:00,21.1,5.1,17.3,1.5,0.29,256.6,55.6,NA,NA,NA,NA,NA
"NL49014",2020-02-04 14:00:00,14.7,8.5,11.7,0.8,0.23,230.1,63.5,NA,NA,NA,NA,NA
"NL49014",2020-02-04 13:00:00,NA,8.2,26.5,NA,0.19,NA,NA,NA,NA,NA,NA,NA
"NL49014",2020-02-04 12:00:00,NA,6.5,15.3,NA,0.19,203.6,70.8,NA,NA,NA,NA,NA
"NL49014",2020-02-04 11:00:00,9.5,8.5,20.7,1.3,0.2,207.9,69.6,NA,NA,NA,NA,NA
"NL49014",2020-02-04 10:00:00,9.8,8.6,18.1,1.4,0.2,164.1,68,NA,NA,NA,NA,NA
"NL49014",2020-02-04 09:00:00,11.2,6.5,17.4,0.9,0.15,167.7,71.1,NA,NA,NA,NA,NA
"NL49014",2020-02-04 08:00:00,13.8,5.4,18.5,1.1,0.23,190.8,60.8,NA,NA,NA,NA,NA
"NL49014",2020-02-04 07:00:00,11.7,6.7,19.3,0.8,0.25,168.8,61.5,NA,NA,NA,NA,NA
"NL49014",2020-02-04 06:00:00,7.3,5.5,15.3,0.3,0.21,153,65.4,NA,NA,NA,NA,NA
"NL49014",2020-02-04 05:00:00,4.6,4.1,16.1,0,0.18,141.8,67.8,NA,NA,NA,NA,NA
"NL49014",2020-02-04 04:00:00,4.4,7.5,21.8,0.2,0.16,140.8,69,NA,NA,NA,NA,NA
"NL49014",2020-02-04 03:00:00,4.6,9.9,20.2,0.1,0.21,150.4,67.8,NA,NA,NA,NA,NA
"NL49014",2020-02-04 02:00:00,5.7,8.2,19.4,0.1,0.19,153.6,67.3,NA,NA,NA,NA,NA
"NL49014",2020-02-04 01:00:00,6.5,5.7,17.6,0.1,0.19,155.8,67.8,NA,NA,NA,NA,NA
"NL49014",2020-02-04 00:00:00,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NL49014",2020-02-17 00:00:00,3.9,11.7,22.5,0,0.08,212,85,NA,NA,NA,NA,NA
"NL49014",2020-02-16 23:00:00,6.7,8.1,21.7,-0.1,0.1,214.7,83.4,NA,NA,NA,NA,NA
"NL49014",2020-02-16 22:00:00,11.3,2.6,17.2,0.1,0.16,251.2,81.3,NA,NA,NA,NA,NA
"NL49014",2020-02-16 21:00:00,10,-2.1,11.1,0,0.17,251.2,81.5,NA,NA,NA,NA,NA
"NL49014",2020-02-16 20:00:00,6.8,-0.3,10.3,0.1,0.12,251.4,85.9,NA,NA,NA,NA,NA
"NL49014",2020-02-16 19:00:00,11.6,1.6,8.4,0,0.16,273.5,81.3,NA,NA,NA,NA,NA
"NL49014",2020-02-16 18:00:00,7.5,0.9,8.2,0.1,0.13,278.7,85.6,NA,NA,NA,NA,NA
"NL49014",2020-02-16 17:00:00,6.9,3.6,6.8,0.3,0.08,275.5,85.9,NA,NA,NA,NA,NA
"NL49014",2020-02-16 16:00:00,5.7,6.9,2.9,0.2,0.17,272.4,57.2,NA,NA,NA,NA,NA
"NL49014",2020-02-16 15:00:00,4.2,3.9,3,0,0.19,261.7,53.8,NA,NA,NA,NA,NA
"NL49014",2020-02-16 14:00:00,5.7,3.9,6.3,0.3,0.2,279.6,53.6,NA,NA,NA,NA,NA
"NL49014",2020-02-16 13:00:00,6.1,6,5.9,0.3,0.27,287.3,52.8,NA,NA,NA,NA,NA
"NL49014",2020-02-16 12:00:00,5.9,1.7,5.6,0.2,0.24,268.3,53.5,NA,NA,NA,NA,NA
"NL49014",2020-02-16 11:00:00,5.7,0.6,4,0.2,0.24,275.9,54.7,NA,NA,NA,NA,NA
"NL49014",2020-02-16 10:00:00,5.8,1.8,2,0.2,0.2,268.1,56.7,NA,NA,NA,NA,NA
"NL49014",2020-02-16 09:00:00,4.5,-0.6,2.2,0,0.15,257.4,58.7,NA,NA,NA,NA,NA
"NL49014",2020-02-16 08:00:00,3.8,0.8,0.9,0.1,0.17,252.2,57.5,NA,NA,NA,NA,NA
"NL49014",2020-02-16 07:00:00,3.4,4.5,2,0,0.15,250.1,58.1,NA,NA,NA,NA,NA
"NL49014",2020-02-16 06:00:00,3.6,4.6,7.6,0,0.2,251.4,58.8,NA,NA,NA,NA,NA
"NL49014",2020-02-16 05:00:00,3.6,6.3,10.1,0,0.26,255.5,60.3,NA,NA,NA,NA,NA
"NL49014",2020-02-16 04:00:00,4.1,8.3,7.6,-0.1,0.23,255.5,61.6,NA,NA,NA,NA,NA
"NL49014",2020-02-16 03:00:00,4.5,8,8.3,-0.1,0.22,261.8,61.2,NA,NA,NA,NA,NA
"NL49014",2020-02-16 02:00:00,4.5,8.1,7.3,-0.1,0.24,266.5,60.3,NA,NA,NA,NA,NA
"NL49014",2020-02-16 01:00:00,4.9,6,3.9,-0.1,0.28,264.7,60,NA,NA,NA,NA,NA
"NL49014",2020-02-16 00:00:00,5.3,5,16,0,0.31,257.5,61.2,NA,NA,NA,NA,NA
"NL49014",2020-02-15 23:00:00,4.5,7.1,12.9,0.1,0.33,247,65,NA,NA,NA,NA,NA
"NL49014",2020-02-15 22:00:00,6.3,6.4,14.5,0,0.31,233.8,64.2,NA,NA,NA,NA,NA
"NL49014",2020-02-15 21:00:00,7.4,5.9,12.5,0.1,0.37,269.3,63.4,NA,NA,NA,NA,NA
"NL49014",2020-02-15 20:00:00,7.6,5.9,10.2,0.1,0.35,268.9,63.4,NA,NA,NA,NA,NA
"NL49014",2020-02-15 19:00:00,8,4.1,12.3,0,0.34,271.7,62.8,NA,NA,NA,NA,NA
"NL49014",2020-02-15 18:00:00,11.6,2.9,13.1,0.1,0.36,270.9,58.9,NA,NA,NA,NA,NA
"NL49014",2020-02-15 17:00:00,11.9,5.3,11.1,0.1,0.33,275.3,57.3,NA,NA,NA,NA,NA
"NL49014",2020-02-15 16:00:00,12.8,9,11.8,0.2,0.35,280.8,56.8,NA,NA,NA,NA,NA
"NL49014",2020-02-15 15:00:00,14.4,10.5,13.5,1,0.39,289.9,53.7,NA,NA,NA,NA,NA
"NL49014",2020-02-15 14:00:00,16.2,11,17.7,1.5,0.46,298.6,51,NA,NA,NA,NA,NA
"NL49014",2020-02-15 13:00:00,16,10.4,17.2,1.8,0.48,297.6,50.2,NA,NA,NA,NA,NA
"NL49014",2020-02-15 12:00:00,13.8,10,15.5,1.6,0.45,299.2,51.7,NA,NA,NA,NA,NA
"NL49014",2020-02-15 11:00:00,15.3,9.5,20.6,1,0.47,294.1,50.6,NA,NA,NA,NA,NA
"NL49014",2020-02-15 10:00:00,16.1,9.1,14.3,0.8,0.48,291.3,48.7,NA,NA,NA,NA,NA
"NL49014",2020-02-15 09:00:00,14,10,19,0.5,0.43,313.4,49.4,NA,NA,NA,NA,NA
"NL49014",2020-02-15 08:00:00,13.4,11.8,24,0.1,0.44,314.6,47.9,NA,NA,NA,NA,NA
"NL49014",2020-02-15 07:00:00,14,13.2,21.1,0.2,0.46,297,46.7,NA,NA,NA,NA,NA
"NL49014",2020-02-15 06:00:00,14.1,12.4,20.9,-0.1,0.47,293.5,44.9,NA,NA,NA,NA,NA
"NL49014",2020-02-15 05:00:00,14.7,10,23.8,0.2,0.52,294.5,40.9,NA,NA,NA,NA,NA
"NL49014",2020-02-15 04:00:00,14.2,8.8,19.8,0.1,0.59,300.6,41.9,NA,NA,NA,NA,NA
"NL49014",2020-02-15 03:00:00,15.3,8.2,21.1,0.1,0.62,303.2,41,NA,NA,NA,NA,NA
"NL49014",2020-02-15 02:00:00,14.3,7.5,18.7,0,0.61,305,44.3,NA,NA,NA,NA,NA
"NL49014",2020-02-15 01:00:00,18.6,10.2,23.1,0.1,0.57,310,45.3,NA,NA,NA,NA,NA
"NL49014",2020-02-15 00:00:00,21.3,7.8,21.6,0.1,0.61,321.9,44.5,NA,NA,NA,NA,NA
"NL49014",2020-02-14 23:00:00,22.1,4.9,20.1,0.2,0.7,336.4,43.5,NA,NA,NA,NA,NA
"NL49014",2020-02-14 22:00:00,31,8.2,19.8,0.3,0.89,334.2,31.2,NA,NA,NA,NA,NA
"NL49014",2020-02-14 21:00:00,35.8,8.5,18.5,0.3,0.91,337.7,30.2,NA,NA,NA,NA,NA
"NL49014",2020-02-14 20:00:00,31.6,11.2,17.5,0.2,0.95,338.5,33.9,NA,NA,NA,NA,NA
"NL49014",2020-02-14 19:00:00,28.6,14.9,15.8,0.3,0.84,326.1,40.5,NA,NA,NA,NA,NA
"NL49014",2020-02-14 18:00:00,32.1,17.1,15.3,0.3,0.86,331.5,38.2,NA,NA,NA,NA,NA
"NL49014",2020-02-14 17:00:00,24.1,16.9,11.9,0.5,0.64,312.7,47.7,NA,NA,NA,NA,NA
"NL49014",2020-02-14 16:00:00,27.1,6.3,12.1,1.8,0.51,288.6,44.8,NA,NA,NA,NA,NA
"NL49014",2020-02-14 15:00:00,18.4,5.1,13.4,2.5,0.33,261.8,53,NA,NA,NA,NA,NA
"NL49014",2020-02-14 14:00:00,18.4,6,12.4,2.2,0.29,262,55.5,NA,NA,NA,NA,NA
"NL49014",2020-02-14 13:00:00,12.1,5.4,16.1,1.3,0.2,256.2,60.7,NA,NA,NA,NA,NA
"NL49014",2020-02-14 12:00:00,10.9,3.6,16.7,1.4,0.18,261.2,58.4,NA,NA,NA,NA,NA
"NL49014",2020-02-14 11:00:00,21.7,3.4,13.2,2.9,0.31,310.6,44.3,NA,NA,NA,NA,NA
"NL49014",2020-02-14 10:00:00,29.7,4.3,11.6,3.3,0.42,375.4,34.7,NA,NA,NA,NA,NA
"NL49014",2020-02-14 09:00:00,31.5,4.3,9.4,2.8,0.42,353.4,33.4,NA,NA,NA,NA,NA
"NL49014",2020-02-14 08:00:00,43.8,8.4,10.1,4.9,0.63,385.1,20.1,NA,NA,NA,NA,NA
"NL49014",2020-02-14 07:00:00,32.9,8.3,16,3.4,0.48,321,30,NA,NA,NA,NA,NA
"NL49014",2020-02-14 06:00:00,25.8,5.3,14.5,1.2,0.34,279.1,39.5,NA,NA,NA,NA,NA
"NL49014",2020-02-14 05:00:00,17.1,3.2,10.1,0.4,0.22,272.1,47.3,NA,NA,NA,NA,NA
"NL49014",2020-02-14 04:00:00,9.3,2.1,7.6,0.3,0.1,281.6,55,NA,NA,NA,NA,NA
"NL49014",2020-02-14 03:00:00,9,2.8,9.9,0.3,0.11,280.5,61.9,NA,NA,NA,NA,NA
"NL49014",2020-02-14 02:00:00,9.3,2.5,16.5,0.3,0.16,263,57.5,NA,NA,NA,NA,NA
"NL49014",2020-02-14 01:00:00,12.3,5.8,12.5,0.4,0.21,267,56.8,NA,NA,NA,NA,NA
"NL49014",2020-02-14 00:00:00,17.1,7.8,15.8,0.3,0.29,280.9,55.1,NA,NA,NA,NA,NA
"NL49014",2020-02-13 23:00:00,19.8,5.9,20.1,0.4,0.31,297.7,53.4,NA,NA,NA,NA,NA
"NL49014",2020-02-13 22:00:00,35.5,4.7,20.9,0.9,0.55,406.9,43,NA,NA,NA,NA,NA
"NL49014",2020-02-13 21:00:00,33.7,3.7,11.6,1,0.51,360.5,43.5,NA,NA,NA,NA,NA
"NL49014",2020-02-13 20:00:00,22.5,2.2,11.6,0.4,0.36,333.5,54.4,NA,NA,NA,NA,NA
"NL49014",2020-02-13 19:00:00,35.7,2.4,10.8,0.4,0.54,395.8,46.3,NA,NA,NA,NA,NA
"NL49014",2020-02-13 18:00:00,40.2,4,8.8,0.3,0.55,399.8,41.7,NA,NA,NA,NA,NA
"NL49014",2020-02-13 17:00:00,24,6,10.3,0.2,0.34,347.1,58,NA,NA,NA,NA,NA
"NL49014",2020-02-13 16:00:00,19.5,9.5,12.5,0.5,0.3,324.3,63.9,NA,NA,NA,NA,NA
"NL49014",2020-02-13 15:00:00,27.8,11.3,12.5,2.3,0.56,348.2,49.5,NA,NA,NA,NA,NA
"NL49014",2020-02-13 14:00:00,23.8,10.2,11.6,2.2,0.48,334.1,51.4,NA,NA,NA,NA,NA
"NL49014",2020-02-13 13:00:00,20,6.8,9.2,2.2,0.39,316,55.3,NA,NA,NA,NA,NA
"NL49014",2020-02-13 12:00:00,17.3,6.9,5.9,1.2,0.39,297.4,53.4,NA,NA,NA,NA,NA
"NL49014",2020-02-13 11:00:00,13.5,5.3,5.7,0.6,0.29,276.6,58.2,NA,NA,NA,NA,NA
